mes,media_cotacao_dolar
2023-01-31,5.200081818181818
2023-02-28,5.171088888888889
2023-03-31,5.210860869565217
2023-04-30,5.019133333333333
2023-05-31,4.982240909090909
2023-06-30,4.850966666666666
2023-07-31,4.800233333333334
2023-08-31,4.90294347826087
2023-09-30,4.93639
2023-10-31,5.064242857142856
2023-11-30,4.897735
2023-12-31,4.89664
